Names Date,AAPL,AXP,BA,CAT,COST,CSCO,CVX,DD,DIS,F,GE,GOOG,HD,HPQ,IBM,INTC,JNJ,JPM,KO,MCD,MSFT,T,TGT,VZ,WMT,XOM,YHOO,
10/07/2011,-0.0200599147,-0.0225073149,0.0053675992,-0.0203658062,-0.0022727273,-0.0053731343,-0.0022196385,0.0009555662,-0.0103028411,-0.0272975432,-0.0019317450,0.0007965262,0.0161773517,-0.0067864271,0.0038527162,0.0118020881,0.0050947301,-0.0518838789,0.0077993577,0.0010331764,-0.0034168565,0.0010559662,-0.0067424388,0.0069618491,0.0180094787,-0.0044660983,-0.0115015974,
10/10/2011,0.0514061939,0.0465116279,0.0359165184,0.0478019068,0.0279676031,0.0258103241,0.0402542373,0.0303102625,0.0410094637,0.0486435921,0.0412903226,0.0428055210,0.0218160377,0.0345659164,0.0231920610,0.0264692687,0.0205924283,0.0521172638,0.0151745068,0.0150229358,0.0262857143,0.0256680731,0.0207525213,0.0204646018,0.0206703911,0.0369766177,0.0239172592,
10/11/2011,0.0295260153,0.0068206821,-0.0009370608,0.0193352711,-0.0040625385,-0.0058513751,-0.0061099796,0.0057910586,-0.0118181818,0.0026761820,0.0000000000,0.0111882835,0.0014425851,0.0069930070,-0.0086807416,0.0048076923,-0.0072947385,0.0000000000,-0.0014947683,0.0093774715,0.0022271715,-0.0137127185,0.0083602508,-0.0108401084,-0.0016420361,-0.0001310960,0.0012626263,
10/12/2011,0.0047465336,0.0277534965,0.0054713147,0.0128936276,0.0064276885,0.0153031195,0.0018442623,0.0128972824,0.0352652561,0.0124555160,0.0161090458,0.0097941936,0.0002881014,-0.0019290123,0.0060540541,0.0056546324,0.0057848655,0.0278637771,0.0101796407,-0.0109693306,-0.0014814815,0.0076468544,-0.0060297720,0.0046575342,0.0087719298,0.0116690704,-0.0056746532,
10/13/2011,0.0155150302,-0.0148841165,-0.0122823383,-0.0031823745,0.0030704986,0.0098550725,0.0001022704,-0.0047748977,-0.0062203791,-0.0035149385,-0.0109756098,0.0191248678,-0.0089285714,-0.0092771550,0.0037610681,0.0116782007,-0.0015544847,-0.0481927711,-0.0011855365,0.0107514713,0.0081602374,0.0037944119,-0.0003791469,0.0095445869,-0.0032608696,-0.0102384655,0.0101458465,
10/14/2011,0.0332248129,-0.0049643859,0.0056666142,0.0325392927,0.0012244398,0.0074626866,0.0274056652,0.0301576422,0.0274217586,0.0194003527,0.0234278668,0.0584804748,0.0185992444,0.0187280531,0.0198586329,0.0047028645,0.0076288339,0.0091772152,0.0066765579,0.0070540813,0.0033112583,0.0024054983,0.0041721980,0.0083738520,0.0079970920,0.0227838156,-0.0012554928,
10/17/2011,-0.0047630569,-0.0212581345,-0.0330255126,-0.0305624926,0.0072153602,-0.0216524217,-0.0185129890,-0.0290530051,-0.0313315927,-0.0138408304,-0.0222891566,-0.0156672866,-0.0114122682,-0.0478743776,-0.0206791581,-0.0093617021,-0.0143695921,-0.0266541235,-0.0125276345,-0.0142317100,-0.0106343968,-0.0051422695,-0.0009442871,-0.0104473614,-0.0122610891,-0.0081935732,-0.0131992458,
10/18/2011,0.0053572705,0.0345744681,0.0273551311,0.0392541708,0.0268334143,0.0198019802,0.0440117635,0.0274097762,0.0164719976,0.0333333333,0.0295748614,0.0139077976,0.0375180375,0.0301689461,-0.0412134091,0.0051546392,0.0098761561,0.0589561856,-0.0038805970,0.0110534627,0.0122312824,0.0065472088,0.0139886578,0.0081212777,0.0202628697,0.0183296760,-0.0146496815,
10/19/2011,-0.0559397275,-0.0117823479,-0.0056719710,-0.0136921624,-0.0022466596,-0.0199885780,-0.0068965517,-0.0262338817,-0.0097230407,-0.0186757216,-0.0113704369,-0.0166127582,-0.0152990264,-0.0245997657,-0.0084404141,0.0358974359,-0.0276311704,-0.0188621844,0.0043452203,-0.0002231147,-0.0065909923,-0.0041081821,-0.0068978374,-0.0051020408,0.0064412238,-0.0058309038,0.0303813833,
10/20/2011,-0.0083036476,0.0013006720,-0.0098241166,0.0083772140,-0.0014221379,0.0017482517,0.0112480438,0.0075342466,0.0068432014,0.0121107266,0.0066585956,0.0051144652,0.0093220339,-0.0096076861,-0.0007892215,-0.0259900990,-0.0017560664,0.0272868217,0.0013426824,-0.0068065164,-0.0033173609,-0.0034376074,0.0082598085,0.0013495277,0.0021333333,0.0035700625,0.0150564617,
10/21/2011,-0.0061723711,0.0491448365,0.0336053769,0.0371469262,0.0123427486,0.0110529378,0.0206983267,0.0231135282,0.0390070922,0.0478632479,-0.0192423331,0.0116847024,0.0316260845,0.0258690380,0.0247108604,0.0177890724,0.0199904046,0.0087533957,0.0159415971,0.0371868329,0.0044378698,0.0048292515,0.0173152113,0.0086253369,0.0097569629,0.0180409097,-0.0037082818,
10/24/2011,0.0328352636,0.0301279406,0.0024771636,0.0501201510,-0.0096131301,0.0092059839,0.0070122240,0.0208194906,0.0059726962,0.0203915171,0.0085836910,0.0100424903,-0.0043407488,0.0252167061,0.0034135330,0.0233042031,0.0148949514,0.0344105326,-0.0046927702,-0.0033578856,0.0011045655,-0.0085822176,0.0014641288,-0.0130946018,-0.0024595924,0.0004991888,0.0366004963,
10/25/2011,-0.0197156029,-0.0100160256,-0.0159073359,-0.0204859976,-0.0147964015,0.0045610034,-0.0166556883,-0.0249511825,-0.0243143907,-0.0063948841,-0.0139817629,-0.0222326724,-0.0179836512,-0.0372790161,-0.0103703704,0.0016266775,-0.0160667388,-0.0312409604,-0.0135553264,-0.0026084121,-0.0139757264,-0.0162742382,-0.0058479532,-0.0200379096,-0.0012328285,-0.0091056505,-0.0281268701,
10/26/2011,0.0071147147,0.0208417645,0.0445699937,0.0186895094,0.0060074492,-0.0005675369,0.0217224880,0.0258121940,0.0156476384,-0.0450522928,0.0080147965,0.0054016568,0.0141509434,0.0279441118,0.0089265913,0.0028420625,0.0125608416,0.0206031651,0.0077669903,0.0001089681,-0.0082058933,0.0119676170,0.0137867647,0.0171318044,0.0116381591,0.0205186304,0.0036945813,
10/27/2011,0.0102096603,0.0319127849,0.0139723558,0.0519820902,0.0177952944,0.0471323112,0.0206050389,0.0570498915,0.0350927247,0.0176916596,0.0623853211,0.0210809640,0.0183310534,0.0481553398,0.0214870583,0.0174089069,0.0156613428,0.0830895260,0.0163035423,0.0188494225,0.0248213614,0.0250434783,0.0074342702,0.0230915512,0.0076695137,0.0099913655,0.0202453988,
10/28/2011,0.0006424918,0.0007683442,0.0100755668,0.0053981107,-0.0034029571,0.0065075922,0.0061484812,0.0129283809,-0.0019294377,-0.0066225166,-0.0069084629,0.0024554931,-0.0295540032,0.0351982216,0.0084463094,-0.0059689614,0.0015267176,-0.0089141005,0.0052501094,-0.0023526896,-0.0099082569,0.0091618595,-0.0057595392,-0.0007966012,-0.0114167099,-0.0048851979,-0.0042092604,
10/31/2011,-0.0004198296,-0.0284069098,-0.0349127182,-0.0246773361,-0.0197809961,-0.0016163793,-0.0418642831,-0.0261345219,-0.0367301850,-0.0266666667,-0.0313043478,-0.0124970838,-0.0088593577,-0.0476020043,-0.0150440117,-0.0176140913,-0.0184451220,-0.0526028891,-0.0088495575,-0.0047164755,-0.0129725723,-0.0144586416,-0.0088703838,-0.0172734520,-0.0075240595,-0.0416053019,-0.0555555556,
11/01/2011,-0.0204308266,-0.0322007112,-0.0398236814,-0.0299597713,0.0012012012,-0.0507285483,-0.0282722513,-0.0247555648,-0.0366972477,-0.0513698630,-0.0412926391,-0.0236062192,-0.0072625698,-0.0364524615,-0.0177652061,-0.0260798696,-0.0156856655,-0.0589758343,-0.0187353630,-0.0101238557,-0.0240330454,-0.0208120096,-0.0390867580,-0.0137912385,-0.0086389281,-0.0275323345,-0.0453964194,
11/02/2011,0.0022697788,0.0271483976,0.0194712680,0.0252100840,0.0129574085,0.0147811256,0.0240987461,0.0202645051,0.0139880952,0.0063176895,0.0143570537,0.0106627319,0.0126617895,0.0105304212,0.0141714357,-0.0020920502,0.0041022405,0.0284316723,0.0108890215,0.0067457295,0.0007695267,0.0132404181,0.0058924159,0.0090485330,0.0112039836,0.0188306558,0.0113864702,
11/03/2011,0.0142422435,0.0270270270,0.0277950311,0.0219288908,0.0031979154,0.0184873950,0.0152094892,0.0213255279,0.0281772821,0.0152466368,0.0258461538,0.0216818676,0.0127813281,0.0358934774,0.0183775555,0.0146750524,0.0109993715,0.0219976219,0.0129850967,0.0050794337,0.0199923106,0.0123796424,-0.0128495843,0.0176630435,0.0098487513,0.0192581104,0.0251655629,
11/04/2011,-0.0070211624,-0.0096749226,-0.0058921287,-0.0027083333,-0.0105076741,-0.0082508251,0.0028267219,-0.0030706244,-0.0077076791,-0.0044169611,-0.0167966407,-0.0022761339,-0.0016460905,0.0048435171,-0.0049119060,-0.0190082645,-0.0034193348,-0.0119255381,-0.0126729789,0.0087096774,-0.0105540897,-0.0095108696,-0.0013399694,-0.0074766355,0.0013932428,-0.0043114380,-0.0155038760,
11/07/2011,-0.0012741855,0.0013677218,0.0074468085,-0.0077292668,0.0041761126,-0.0011092623,0.0121206427,0.0059548255,0.0112197929,-0.0044365572,0.0000000000,0.0204482333,0.0261060731,0.0337411939,0.0050435133,0.0227464195,-0.0018714910,0.0079481896,0.0063440543,0.0086344739,0.0209523810,0.0096021948,0.0126509488,0.0045735808,0.0076521739,0.0105705553,0.0295275591,
11/08/2011,0.0162609758,0.0017560976,0.0054306834,0.0093684211,0.0099809886,0.0166574125,0.0105829929,0.0167381098,0.0039829303,0.0347593583,0.0054911531,0.0065918332,0.0160685592,-0.0014347202,-0.0003737454,0.0193574959,0.0134375000,0.0227803738,0.0064506671,-0.0002113718,0.0134328358,0.0006793478,0.0041643006,0.0048205678,0.0238177425,0.0051669817,0.0178457616,
11/09/2011,-0.0269551971,-0.0414881184,-0.0315078770,-0.0443216185,-0.0187058824,-0.0382304752,-0.0420723866,-0.0445693636,-0.0425049589,-0.0490956072,-0.0382281553,-0.0186008091,-0.0205587770,-0.0542385057,-0.0267556208,-0.0367676768,-0.0205057046,-0.0708166762,-0.0235979607,-0.0206131078,-0.0353460972,-0.0186693822,-0.0256361923,-0.0167910448,-0.0214093055,-0.0297141424,-0.0031308704,
11/10/2011,-0.0254503137,-0.0024385288,0.0043377227,0.0061108686,-0.0082723894,0.0567859171,0.0116992712,-0.0016810254,0.0251553714,-0.0045289855,0.0132492114,-0.0097678507,0.0010764263,0.0163311812,0.0060908688,0.0092281879,0.0092869510,0.0061462815,0.0053707295,0.0065839180,0.0030534351,0.0086475268,0.0015476881,0.0119273516,0.0013781223,0.0169272516,0.0018844221,
11/11/2011,-0.0015575515,0.0260745569,0.0322381613,0.0426247289,0.0038684720,0.0220311660,0.0146919431,0.0212586824,0.0594688222,0.0136487716,0.0149439601,0.0222994548,0.0231182796,0.0306427504,0.0219797643,0.0328345802,0.0176232065,0.0164935858,0.0108324677,0.0160840661,0.0239726027,0.0089163237,0.0251110682,0.0050897402,0.0184070188,0.0129606099,0.0200626959,
11/14/2011,-0.0139358068,-0.0182648402,0.0152420801,0.0041610319,0.0049373796,-0.0042060988,-0.0082204577,-0.0055647156,-0.0158038147,-0.0107719928,-0.0122699387,0.0076436593,0.0049921177,-0.0094271211,-0.0001600491,-0.0088531187,-0.0052107280,-0.0219350962,-0.0048443922,-0.0073870832,-0.0055741360,-0.0078178110,-0.0079140757,-0.0138592751,-0.0052364865,-0.0095333668,-0.0165949600,
